"Title","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney."
"Redacted Tonight","","8.1/10","33/100",0,1,0,0
"Egg Birds","","","33/100",0,1,0,0
"Activate: The Global Citizen Movement","","5.3/10","33/100",0,1,0,0
"Larry King Now","","4.9/10","33/100",0,1,0,0
"Sneaker Shopping","","7.6/10","33/100",0,1,0,0
"Fox News Sunday","","4.1/10","33/100",0,1,0,0
"Vets Saving Pets","","7.8/10","33/100",0,1,0,0
"Sean in the Wild","","7.5/10","33/100",0,1,0,0
"Last Call with Carson Daly","16+","2.9/10","33/100",0,1,0,0
"THE REFLECTION","18+","6.1/10","33/100",0,1,0,0
"Dish Nation","7+","3.6/10","33/100",0,1,0,0
"Rudy Maxa's World","all","7.2/10","33/100",0,1,0,0
"Stick with Mick","","6.1/10","32/100",0,1,0,0
"Chiquis 'n Control","","8.4/10","32/100",0,1,0,0
"Fill in the Prank","","6.2/10","32/100",0,1,0,0
"Pressure Cook","","7.3/10","32/100",0,1,0,0
"Man vs. Master: Chef Battle","","7.5/10","32/100",0,1,0,0
"Great Chocolate Showdown","","6.6/10","32/100",0,1,0,0
"Utawarerumono: The False Faces","16+","6.8/10","32/100",0,1,0,0
"Go Eco","","","32/100",0,1,0,0
"UFC Fight Flashback","","7.8/10","31/100",0,1,0,0
"Los Cowboys","","8.8/10","31/100",0,1,0,0
"CNBC Titans","all","8.2/10","31/100",0,1,0,0
"Day of Gluttony","","7.6/10","31/100",0,1,0,0
"Make This Tonight","","","31/100",0,1,0,0
"Destiny","","7.6/10","31/100",1,1,0,0
"Survival School","","7.3/10","31/100",0,1,0,0
"LittleBabyBum","","9.0/10","31/100",0,1,0,0
"Noches con Platanito","","5.4/10","31/100",0,1,0,0
"Beyond the Headlines: The College Admissions Scandal with Gretchen Carlson","","5.4/10","31/100",0,1,0,0
"La Diosa Coronada","7+","7.3/10","31/100",0,1,0,0
"HobbyKids Adventures","","2.5/10","31/100",0,1,0,0
"Night Guard","18+","8.0/10","31/100",0,1,0,0
"Top 30","","6.2/10","30/100",0,1,0,0
"Consumer 101","all","4.5/10","30/100",0,1,0,0
"Page Six TV","7+","4.4/10","30/100",0,1,0,0
"Best of BabyTV","","","30/100",0,1,0,0
"Holiday Magic","","7.0/10","30/100",0,1,0,1
"The Little Rascals Classics","","","30/100",0,1,0,0
"Paint Me a Story","","","30/100",0,1,0,0
"Tiny Beats","","","29/100",0,1,0,0
"Grey's Anatomy: B-Team","","","29/100",0,1,0,0
"Corazón Valiente","","","29/100",0,1,0,0
"We Day 2017","","5.5/10","29/100",0,1,0,0
"En La Boca Del Lobo","","","29/100",0,1,0,0
"ABC News Specials","","4.8/10","29/100",0,1,0,0
"Fields of Glory","","5.8/10","29/100",0,1,0,0
"Kids Halloween Baking Championship","","5.8/10","29/100",0,1,0,0
"Los Caballeros Las Prefieren Brutas","","","28/100",0,1,0,0
"The Alec Baldwin Show","","3.3/10","28/100",0,1,0,0
"Utano Princesama Revolutions","","4.2/10","28/100",0,1,0,0
"Bobby Flay's Barbecue Addiction","7+","6.5/10","28/100",0,1,0,0
"Videofashion! News","","6.3/10","28/100",0,1,1,0
"Behind the Bar","16+","4.4/10","28/100",0,1,0,0
"NASA 360","all","7.6/10","28/100",0,1,0,0
"Jammers","","","28/100",0,1,0,0
"Four of a Kind","","5.2/10","28/100",0,1,0,0
"The Making of Frozen: A Return to Arendelle","","7.1/10","27/100",0,1,0,0
"Hot Gay Comics","18+","3.8/10","27/100",0,1,0,0
"Amar y Temer","","","26/100",0,1,0,0
"Hysterical","","","26/100",0,1,0,0
"Walter and Dude","","","26/100",0,1,0,0
"Songs & Rhymes","","","26/100",0,1,0,0
"She's Living for This","18+","5.5/10","26/100",0,1,0,0
"Pim & Pimba","","","26/100",0,1,0,0
"Gordon Ramsay's American Road trip","","","26/100",0,1,0,0
"Charlie & the Numbers","","","25/100",0,1,0,0
"AwesomenessTV","7+","2.4/10","25/100",0,1,0,0
"On the Run Eating","7+","","25/100",0,1,0,0
"Crafty Rafty","","","25/100",0,1,0,0
"Counting On","","","25/100",0,1,0,0
"Los Beltrán","","","25/100",0,1,0,0
"Modd Couples","18+","5.3/10","24/100",0,1,0,0
"Draco","","","24/100",0,1,0,0
"Tricky Tracks","","","23/100",0,1,0,0
"Oliver Discovers","","","23/100",0,1,0,0
"Kenny & Goorie","","","23/100",0,1,0,0
"In the Giggle Park","","","23/100",0,1,0,0
"Concertino","","","23/100",0,1,0,0
"Pitch & Potch","","","22/100",0,1,0,0
"ABC Primetime Nightline","","","22/100",0,1,0,0
"Hippa Hey","","","22/100",0,1,0,0
"Absolutely Ascot","","","22/100",0,1,0,0
"Cuddlies","","","22/100",0,1,0,0
"Tengo Talento, Mucho Talento","","","22/100",0,1,0,0
"Lo Que Callamos Las Mujeres","","","21/100",0,1,0,0
"Grey's Anatomy: Post-Op","","","21/100",0,1,0,0
"Unusual Suspects: Deadly Intent","","","21/100",0,1,0,0
"Bride and Prejudice: Forbidden Love","","","21/100",0,1,0,0
"Impact Wrestling","","","21/100",0,1,0,0
"Bath & Bed","","","21/100",0,1,0,0
"South Park en Español","","","21/100",0,1,0,0
"Savage Kingdom","","","21/100",0,1,0,0
"Taraji and Terrence's White Hot Holidays","","","20/100",0,1,0,0
"Wilderness Vet","","","20/100",0,1,0,0
"What's New With Hulu","","","20/100",0,1,0,0
"Mr. Snail","","","20/100",0,1,0,0
"Play Time","","","20/100",0,1,0,0
"Rosaline","","","19/100",0,1,0,0
"Drag Me","","","19/100",0,1,0,0
"WildWoods","","","19/100",0,1,0,0
"The Shirley Temple Collection","","","19/100",0,1,0,0
"31 Nights of Halloween Fan Fest","","","19/100",0,1,0,0
"Flip and Flash","","","19/100",0,1,0,0
"Sad Hot Girls","","","19/100",0,1,0,0
"5 Levels","","","19/100",0,1,0,0
"WIRED's Autocomplete Interviews","","","19/100",0,1,1,0
"Tinder Takeover","","","19/100",0,1,0,0
"Superstructures: Engineering Marvels","","","18/100",0,1,0,0
"Ryan's World Specials presented by pocket.watch","","","18/100",0,1,0,0
"Billy Bam Bam","","","18/100",0,1,0,0
"Popcorn With Peter Travers","","","18/100",0,1,0,0
"The Oscars","","","18/100",0,1,0,0
"BBQuest","","","18/100",0,1,0,0
"Pasión de Gavilanes","","","18/100",0,1,0,0
"Celebrity Living","","","18/100",0,1,0,0
"Lost in the Supermarket","","","18/100",0,1,0,0
"Maya and Yaya","","","18/100",0,1,0,0
"Red Nose Day","","","18/100",0,1,0,0
"The Big Vote","","","18/100",0,1,0,0
"Sophie La Girafe","","","18/100",0,1,0,0
"pocket.watch EvanTubeHD mishmash","","","17/100",0,1,0,0
"Wooly","","","17/100",0,1,0,0
"Election Cycle","","","17/100",0,1,0,0
"Handcrafted","","","17/100",0,1,1,0
"Ultimate Survival WWII","","","17/100",0,1,0,0
"Tasty 101","","","17/100",0,1,1,0
"Chief Kim","","","17/100",0,1,0,0
"Eating Your Feed","","","17/100",0,1,1,0
"A Murder on Orchard Street","","","16/100",0,1,0,0
"Grandpa Joe's Magical Playground","","","16/100",0,1,0,0
"Mom In Progress","","","16/100",0,1,1,0
"Fear Box","","","16/100",0,1,0,0
"Canciones infantiles","","","16/100",0,1,0,0
"OUT: Face to Face","","","16/100",0,1,0,0
"10 Essentials","","","16/100",0,1,1,0
"A Brief History","","","16/100",0,1,0,0
"Stop, Breathe & Think Kids: Mindful Games","","","16/100",0,1,0,0
"pocket.watch JillianTubeHD Ultimate mishmash","","","16/100",0,1,0,0
"pocket.watch HobbyKidsTV mishmash","","","16/100",0,1,0,0
"Heritage","","","16/100",0,1,0,0
"The Champion Within","","","16/100",0,1,0,0
"Real Estate with Rosanna","","","16/100",0,1,0,0
"Around The Way","","","16/100",0,1,0,0
"TRANsitioning","","","16/100",0,1,0,0
"GMA Day","","","16/100",0,1,0,0
"Magnificent Obsessions","","","14/100",0,1,0,0
"Jeremiah Bullfrog Forks It","","","14/100",0,1,0,0
"MOJO's The Circuit","","","14/100",0,1,0,0
"ABC News Documentaries","","","14/100",0,1,0,0
"Asia's Underworld","","","14/100",0,1,1,0
"pocket.watch CaptainSparklez mishmash","","","14/100",0,1,0,0
"Trials of the Wild","","","14/100",0,1,0,0
"Ventaneando","","","14/100",0,1,0,0
"Truth and Lies: Watergate","","","14/100",0,1,0,0
"Bondi Harvest","","","14/100",0,1,0,0
"#ThatsHarassment","","","14/100",0,1,1,0
"Caption Contest","","","14/100",0,1,0,0
"The 76th Annual Golden Globe Awards","","","14/100",0,1,0,0
"Almost Impossible","","","14/100",0,1,0,0
"Luke Gamble's Vet Adventures","","","14/100",0,1,1,0
"On This Day in Black History Month","","","14/100",0,1,0,0
"Rudy Maxa's Travel","","","14/100",0,1,1,0
"Health + Happiness with Mayo Clinic","","","14/100",0,1,0,0
"ESL: Replay","","","14/100",0,1,0,0
"Style Evolution","","","14/100",0,1,0,0
"Limomasters (Espanol)","","","14/100",0,1,0,0
"The Adventures of Dr. Buckeye Bottoms","","","14/100",0,1,0,0
"I Draw, You Cook","","","14/100",0,1,0,0
"Triumph","","","14/100",0,1,0,0
"Aurora","","","14/100",1,1,0,0
"ESL: Player vs Player","","","14/100",0,1,0,0
"BabyFirst Nursery Songs","","","14/100",0,1,0,0
"Legendary Catch","","","14/100",0,1,0,0
"ESL: Defining Moments","","","14/100",0,1,0,0
"Dick Clark's Primetime New Year's Rockin' Eve","","","14/100",0,1,0,0
"pocket.watch Ryan Toys Review Ultimate mishmash","","","14/100",0,1,0,0
"El Sexo Débil","","","14/100",0,1,0,0
"48 Hours with Kygo","","","14/100",0,1,0,0
"Talks at GS","","","14/100",0,1,1,0
"Magic Eye Shark Movie","","","14/100",0,1,0,0
"Blissful Thinking","","","14/100",0,1,0,0
"The Paley Center","","","13/100",0,1,0,0
"Mujeres Rompiendo el Silencio","","","13/100",0,1,0,0
"24 Hours With","","","13/100",0,1,0,0
"Crime Shock: Asia Exposed","","","13/100",0,1,0,0
"UFC Ultimate Knockouts","","","13/100",0,1,0,0
"Thingstarter","","","13/100",0,1,0,0
"Derek Does Stuff with a Friend","","","13/100",0,1,0,0
"Food Fetish","","","13/100",0,1,0,0
"NASA Television Documentaries","","","13/100",0,1,0,0
"Dates (US)","","","13/100",0,1,0,0
"Politicking with Larry King","","","13/100",0,1,0,0
"Especiales de Historia de México","","","13/100",0,1,0,0
"It's Alive with Brad","","","13/100",0,1,1,0
"Obsessed (WIRED)","","","13/100",0,1,0,0
"Secrets of Your Mind","","","13/100",0,1,0,0
"Secret Talent Theatre","","","13/100",0,1,0,0
"The Bravest Knight Who Ever Lived","","","13/100",0,1,0,0
"Puertas al Mas Alla","","","13/100",0,1,0,0
"Out of Office with Brent Rose","","","13/100",0,1,1,0
"Things I Do","","","13/100",0,1,0,0
"El Negocio","","","13/100",0,1,0,0
"Pop Trigger","","","13/100",0,1,0,0
"Pégate a Mick","","","13/100",0,1,0,0
"Bioterrorism: The Truth","","","13/100",0,1,0,0
"Get Sweaty","","","13/100",0,1,0,0
"Entre Caníbales","","","13/100",0,1,0,0
"Fantasy Forecast","","","13/100",0,1,0,0
"Heart of a Champion","","","13/100",0,1,0,0
"Raw. Vegan. Not Gross.","","","13/100",0,1,0,0
"ABC News | Garage Geniuses","","","10/100",0,1,0,0
"Jenni Rivera La Vida de Una Diva","","","10/100",0,1,0,0
"UFC Presents","","","10/100",0,1,0,0
"Earth From Above","","","10/100",0,1,0,0
"Strait Talk with Matt & LZ","","","10/100",0,1,0,0
"Epic Conversations","","","10/100",0,1,0,0
"ESL Bootcamp: Immortals","","","10/100",0,1,0,0
"Twitter Tech Support","","","10/100",0,1,0,0
"On Stage","","","10/100",0,1,0,0
"Gen H","","","10/100",0,1,0,0
"Because of an Earlier Incident","","","10/100",0,1,0,0
"Andy Explores","","","10/100",0,1,0,0
"Laughs","","","10/100",0,1,0,0
"Technique Critique","","","10/100",0,1,0,0
"Time for Bed with Punam Patel","","","10/100",0,1,0,0
"A Woman's Job","","","10/100",0,1,0,0
"Hello World","","","10/100",0,1,0,0
"Modern Baby","","","10/100",0,1,0,0
"Tiny Nuts","","","10/100",0,1,0,0
"Newsy","","","10/100",0,1,0,0
"Build Small, Live Anywhere","","","10/100",0,1,0,0
"Going Si-ral","","","10/100",0,1,0,0
"ABC News | Features","","","10/100",0,1,0,0
"The Boys","18+","8.7/10","93/100",0,0,1,0
"Dexter","18+","8.6/10","92/100",0,0,1,0
"House","16+","8.7/10","92/100",0,0,1,0
"Mr. Robot","18+","8.5/10","91/100",0,0,1,0
"The Expanse","16+","8.5/10","90/100",0,0,1,0
"Bosch","18+","8.4/10","88/100",0,0,1,0
"Invincible","18+","8.7/10","88/100",0,0,1,1
"Fleabag","18+","8.7/10","88/100",0,0,1,0
"The Americans","18+","8.4/10","87/100",0,0,1,0
"Billions","18+","8.4/10","87/100",0,0,1,0
"The Marvelous Mrs. Maisel","18+","8.7/10","86/100",0,0,1,0
"Psych","7+","8.3/10","86/100",0,0,1,0
"The Night Manager","16+","8.1/10","86/100",0,0,1,0
"Unforgotten","18+","8.3/10","85/100",0,0,1,0
"Orphan Black","18+","8.3/10","85/100",0,0,1,0
"Chuck","16+","8.2/10","85/100",0,1,1,0
"The Fall","18+","8.1/10","85/100",0,0,1,0
"Tom Clancy's Jack Ryan","18+","8.1/10","84/100",0,0,1,0
"The Pacific","18+","8.3/10","83/100",0,0,1,0
"Good Omens","18+","8.1/10","83/100",0,0,1,0
"The Man in the High Castle","18+","8.0/10","83/100",0,0,1,0
"Grimm","16+","7.8/10","83/100",0,0,1,0
"The Family Man","16+","8.8/10","83/100",0,0,1,0
"Upload","18+","8.0/10","82/100",0,0,1,0
"Counterpart","18+","8.1/10","82/100",0,0,1,0
"Monk","16+","8.0/10","81/100",0,0,1,0
"The Grand Tour","16+","8.7/10","81/100",0,0,1,0
"Black Books","7+","8.5/10","81/100",0,0,1,0
"Californication","18+","8.3/10","81/100",0,0,1,0
"Eureka","16+","7.9/10","81/100",0,0,1,0
"Animal Kingdom","18+","8.2/10","80/100",0,0,1,0
"Humans","16+","8.0/10","80/100",0,0,1,0
"Endeavour","16+","8.6/10","80/100",0,0,1,0
"Alias","16+","7.6/10","80/100",0,0,1,0
"The Missing","18+","8.2/10","80/100",0,0,1,0
"Sneaky Pete","18+","8.1/10","79/100",0,0,1,0
"Father Ted","16+","8.6/10","79/100",0,0,1,0
"The Mentalist","16+","8.1/10","79/100",0,0,1,0
"The Thick of It","18+","8.7/10","79/100",0,0,1,0
"The Lost Room","7+","8.2/10","79/100",0,0,1,0
"River","7+","8.0/10","79/100",0,0,1,0
"The Affair","18+","7.9/10","78/100",0,0,1,0
"Undone","18+","8.2/10","78/100",0,0,1,0
"Poldark","16+","8.3/10","78/100",0,0,1,0
"Carnival Row","18+","7.9/10","78/100",0,0,1,0
"Wayne","18+","8.4/10","78/100",0,0,1,0
"Farscape","16+","8.2/10","78/100",0,0,1,0
"Victoria","16+","8.2/10","78/100",0,0,1,0
"Goliath","16+","8.1/10","77/100",0,0,1,0
"Catastrophe","18+","8.2/10","77/100",0,0,1,0
"Hanna","18+","7.5/10","77/100",0,0,1,0
"SpongeBob SquarePants","7+","8.2/10","77/100",0,0,1,0
"Extras","18+","8.3/10","77/100",0,0,1,0
"Two and a Half Men","16+","7.0/10","77/100",0,0,1,0
"Escape at Dannemora","18+","8.0/10","77/100",0,0,1,0
"Patriot","18+","8.3/10","77/100",0,0,1,0
"Modern Love","18+","8.0/10","76/100",0,0,1,0
"Clarkson's Farm","7+","9.2/10","76/100",0,0,1,0
"Gavin & Stacey","16+","8.1/10","75/100",0,0,1,0
"Homecoming","18+","7.5/10","74/100",0,0,1,0
"City on a Hill","18+","7.6/10","74/100",0,0,1,0
"Patrick Melrose","18+","8.1/10","74/100",0,0,1,0
"Queer as Folk","18+","8.2/10","74/100",0,0,1,0
"Flack","16+","7.2/10","74/100",0,0,1,0
"Mozart in the Jungle","18+","8.1/10","74/100",0,0,1,0
"The Tick","7+","7.4/10","74/100",0,0,1,0
"Tales from the Loop","18+","7.5/10","72/100",0,0,1,0
"Fortitude","18+","7.4/10","72/100",0,0,1,0
"The Tunnel","18+","7.9/10","72/100",0,0,1,0
"The Wilds","16+","7.3/10","72/100",0,0,1,0
"A Very English Scandal","16+","7.7/10","72/100",0,0,1,0
"Salvation","16+","7.0/10","72/100",0,0,1,0
"The Underground Railroad","18+","7.3/10","72/100",0,0,1,0
"Red Oaks","18+","7.9/10","72/100",0,0,1,0
"Tell Me Your Secrets","18+","7.4/10","72/100",0,0,1,0
"Transparent","18+","7.7/10","72/100",0,0,1,0
"Loudermilk","18+","7.8/10","72/100",0,0,1,0
"Britannia","16+","6.8/10","72/100",0,0,1,0
"ZeroZeroZero","18+","8.2/10","71/100",0,0,1,0
"Philip K. Dick's Electric Dreams","18+","7.3/10","71/100",0,0,1,0
"Vinland Saga","","8.8/10","71/100",0,0,1,0
"Truth Seekers","16+","7.1/10","71/100",0,0,1,0
"Magnum, P.I.","7+","7.5/10","70/100",0,0,1,0
"Hunters","18+","7.2/10","70/100",0,0,1,0
"Eerie, Indiana","7+","8.2/10","70/100",0,0,1,0
"The Andy Griffith Show","all","8.3/10","70/100",0,0,1,0
"Mirzapur","18+","8.4/10","69/100",0,0,1,0
"Sanctuary","7+","7.3/10","69/100",0,0,1,0
"Them","","7.3/10","69/100",0,0,1,0
"Detectorists","16+","8.6/10","69/100",0,0,1,0
"Tin Star","18+","7.3/10","69/100",0,0,1,0
"The Durrells","7+","8.2/10","69/100",0,0,1,0
"Ordeal by Innocence","","7.3/10","69/100",0,0,1,0
"Get Shorty","18+","8.2/10","69/100",0,0,1,0
"Thirteen","18+","7.2/10","69/100",0,0,1,0
"The Returned","18+","7.1/10","68/100",0,0,1,0
"Trapped","7+","8.1/10","68/100",0,0,1,0
"ALF","all","7.4/10","68/100",0,0,1,0
"Informer","18+","7.8/10","68/100",0,0,1,0
"Alex Rider","16+","7.6/10","68/100",0,0,1,0
"Jesus of Nazareth","7+","8.5/10","68/100",0,0,1,0
"The Cosby Show","all","7.3/10","68/100",0,0,1,0
"Absentia","18+","7.3/10","67/100",0,0,1,0
"Grantchester","16+","7.9/10","67/100",0,0,1,0
"The Men Who Built America","7+","8.6/10","67/100",0,0,1,0
"Too Old to Die Young","18+","7.4/10","67/100",0,0,1,0
"Forever","18+","7.2/10","67/100",0,0,1,0
"Dororo","18+","8.4/10","67/100",0,0,1,0
"Good Girls Revolt","18+","8.2/10","67/100",0,0,1,0
"Secret Diary of a Call Girl","18+","7.4/10","67/100",0,0,1,0
"Mad Dogs","18+","7.5/10","67/100",0,0,1,0
"Home Fires","7+","8.2/10","66/100",0,0,1,0
"Jean-Claude Van Johnson","7+","7.6/10","66/100",0,0,1,0
"The Honeymooners","all","8.6/10","66/100",0,0,1,0
"Isabel","7+","8.3/10","66/100",0,0,1,0
"Vanity Fair","7+","7.3/10","66/100",0,0,1,0
"Lewis","16+","8.0/10","66/100",0,0,1,0
"Mad About You","16+","6.7/10","66/100",0,0,1,0
"How the Universe Works","7+","8.9/10","66/100",0,0,1,0
"Mister Rogers' Neighborhood","all","8.6/10","65/100",0,0,1,0
"Made In Abyss","18+","8.4/10","65/100",0,0,1,0
"Hand of God","7+","7.5/10","65/100",0,0,1,0
"Silent Witness","16+","7.8/10","65/100",0,0,1,0
"Arthur","7+","7.3/10","65/100",0,0,1,0
"The Carol Burnett Show","all","8.7/10","65/100",0,0,1,0
